title,description_x,release_year,runtime,imdb_id,imdb_score,imdb_votes,show_id,type,director,cast,country,date_added,age_certification,num_releases,listed_in,description_y,num_listed_in,first_cast,cast_freq_mean,genre_freq_mean
The Strangers: Prey at Night,family 's road trip take dangerous turn when they arrive at secluded mobile home park to stay with relative and find it mysteriously desert Under cover of darkness three mask killer pay them visit to test family 's limit a they struggle to survive,2018,85,tt1285009,5.2,30499,s963,Movie,Johannes Roberts,"Bailee Madison, Martin Henderson, Emma Bellomy, Lea Enslin, Damian Maffei, Christina Hendricks, Lewis Pullman","United States, United Kingdom","April 30, 2021",R,1,Horror Movies,Home-invasion horror comes to the trailer park when a family arrives at a mobile home community to find nobody there but a trio of masked murderers.,1,Bailee Madison,3.2857142857142856,338.0
Tidelands,Ex-con Cal McTeer 's return to her hometown of Orphelin Bay blow lid off generations-long conspiracy of silence around murder drug and Sirens,2018,42,tt6898970,6.8,7727,s4310,TV Show,Unknown,"Charlotte Best, Elsa Pataky, Marco Pigossi, Aaron Jakubenko, Mattias Inwood, Dalip Sondhi, Alex Dimitriades, Richard Davies, Caroline Brazier, Peter O'Brien, Madeleine Madden",Australia,"December 14, 2018",TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas","Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens.",3,Charlotte Best,1.818181818181818,687.6666666666666
Hold the Dark,In grim Alaskan winter naturalist hunt for wolf blame for kill local boy but he soon find himself sweep into chilling mystery,2018,125,tt5057140,5.6,36500,s4620,Movie,Jeremy Saulnier,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie",United States,"September 28, 2018",TV-MA,1,"Action & Adventure, Dramas","In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",2,Jeffrey Wright,4.444444444444445,1560.5
Black Mirror: Bandersnatch,In 1984 young programmer begin to question reality a he adapt dark fantasy novel into video game mind-bending tale with multiple ending,2018,90,tt9495224,7.1,123377,s4254,Movie,Unknown,"Fionn Whitehead, Will Poulter, Craig Parkinson, Alice Lowe, Asim Chaudhry",United States,"December 28, 2018",TV-MA,1,"Dramas, International Movies, Sci-Fi & Fantasy","In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.",3,Fionn Whitehead,2.2,1647.0
The Discovery,In near future due to breakthrough scientific discovery by Dr. Thomas Harbor be now definitive proof of afterlife While countless people have choose suicide to reset their existence others try to decide what it mean Among them be Dr. Harbor 's son Will who have arrive at his father 's isolated compound with mysterious young woman name Isla they discover strange acolyte who help Dr. Harbor with his experiment,2017,102,tt5155780,6.2,33579,s5557,Movie,Charlie McDowell,"Jason Segel, Rooney Mara, Robert Redford, Riley Keough, Jesse Plemons, Ron Canada",United States,"March 31, 2017",TV-MA,1,"Dramas, Independent Movies, Romantic Movies","A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman.",3,Jason Segel,5.833333333333333,1211.6666666666667
The Kindergarten Teacher,Lisa Spinelli be Staten Island teacher who be unusually devoted to her student When she discover one of her five-year-olds be prodigy she become fascinate with boy ultimately risk her family and freedom to nurture his talent,2018,96,tt6952960,6.7,15683,s4520,Movie,Sara Colangelo,"Maggie Gyllenhaal, Parker Sevak, Gael García Bernal, Michael Chernus, Anna Baryshnikov, Rosa Salazar, Ajay Naidu","United States, Israel, United Kingdom, Canada","October 12, 2018",R,1,"Dramas, Independent Movies",A devoted teacher takes interest in a young student's creative potential after hearing his poetry. But she soon crosses the line into obsession.,2,Maggie Gyllenhaal,3.571428571428572,1526.0
Wheelman,getaway driver for bank robbery realize he have be double cross and race to find out who betray him,2017,82,tt5723286,6.4,19951,s5212,Movie,Jeremy Rush,"Frank Grillo, Caitlin Carmichael, Garret Dillahunt, Shea Whigham, Wendy Moniz, John Cenatiempo, Slaine",United States,"October 20, 2017",TV-MA,1,Action & Adventure,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,1,Frank Grillo,4.0,811.0
Mirage,During mysterious thunderstorm Vera young mother manage to save life in danger but her good deed cause disturb chain of unexpected consequence,2018,129,tt7919356,7.4,52657,s3983,Movie,Oriol Paulo,"Adriana Ugarte, Chino Darín, Javier Gutiérrez, Álvaro Morte, Nora Navas, Miquel Fernández, Clara Segura, Mima Riera, Aina Clotet, Albert Pérez, Julio Bohigas-Couto, Belén Rueda",Spain,"March 22, 2019",TV-MA,1,"Dramas, International Movies, Sci-Fi & Fantasy","A space-time continuum glitch allows Vera to save a boy's life 25 years earlier, but results in the loss of her daughter, whom she fights to get back.",3,Adriana Ugarte,3.1666666666666665,1647.0
Set It Up,Two overworked and underpaid assistant come up with plan to get their boss off their back by set them up with other,2018,105,tt5304992,6.5,49880,s4829,Movie,Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs, Meredith Hagner, Pete Davidson, Tituss Burgess",United States,"June 15, 2018",TV-MA,1,"Comedies, Romantic Movies","In desperate need of a break from the office, two beleaguered assistants team up to trick their workaholic bosses into falling in love.",2,Zoey Deutch,5.571428571428571,1078.5
An Evening with Beverly Luff Linn,Lulu Danger 's unsatisfying marriage take turn for worse when mysterious man from her past come to town to perform event call Evening with Beverly Luff Linn For One Magical Night Only,2018,108,tt6520524,5.8,5457,s2380,Movie,Jim Hosking,"Aubrey Plaza, Emile Hirsch, Jemaine Clement, Craig Robinson, Matt Berry, Zach Cherry, Maria Bamford, Michael D. Cohen, Sky Elobar, Jacob Wysocki, John Kerry, Bettina Devin, Gil Gex","United Kingdom, United States","June 17, 2020",R,1,"Comedies, Independent Movies","When an unhappily married woman discovers a man from her past has a role in a local theater production, she'll do anything to reconnect with him.",2,Aubrey Plaza,4.538461538461538,1158.0
The Delivery Boy,runaway teenage suicide bomber and his newfound ally young prostitute must rely on other to survive night while search for answer to terrible secret make them who they be,2018,66,tt8541826,6.2,74,s2538,Movie,Adekunle Nodash Adejuyigbe,"Jamal Ibrahim, Jemima Osunde, Charles Etubiebi, Jude Chukwuka, Chris Iheuwa, Kehinde Fasuyi",Nigeria,"May 14, 2020",TV-14,1,"International Movies, Thrillers",A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.,2,Jamal Ibrahim,2.5,1470.5
Wanderlust,therapist try to save her marriage after cycling accident cause them to reassess their relationship,2018,57,tt7608238,7.0,5225,s4502,TV Show,Unknown,"Toni Collette, Steven Mackintosh, Zawe Ashton, Joe Hurst, Emma D'Arcy, Celeste Dring, William Ash, Royce Pierreson, Jeremy Swift, Anastasia Hille, Isis Hainsworth, Sophie Okonedo",United Kingdom,"October 19, 2018",TV-MA,1,"British TV Shows, International TV Shows, Romantic TV Shows","Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.",3,Toni Collette,2.333333333333333,514.6666666666666
The Outsider,former American G.I join yakuza family after his release from prison in post-World War II Osaka,2018,120,tt2011311,6.2,25223,s4994,Movie,Martin Zandvliet,"Jared Leto, Tadanobu Asano, Kippei Shiina, Shioli Kutsuna, Emile Hirsch, Raymond Nicholson, Rory Cochrane, Nao Omori, Min Tanaka",United States,"March 9, 2018",TV-MA,1,"Dramas, Thrillers","An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom.",2,Jared Leto,3.6666666666666665,1429.5
Skins,In strange world where people share numerous deformity same problem we face challenge of them to find someone who accept you a you be Sometimes mean find yourself first,2017,78,tt5808778,6.1,5686,s5551,Movie,Eduardo Casanova,"Ana Polvorosa, Candela Peña, Macarena Gómez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Durán 'Morris', Joaquín Climent, Ana María Ayala, Eloi Costa",Spain,"April 1, 2017",TV-MA,1,"Dramas, International Movies","Deformed, disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama.",2,Ana Polvorosa,3.636363636363636,2351.0
Hannah Gadsby: Nanette,Australian comedian Hannah Gadsby be take anti-comedy stance in her new special,2018,69,tt8465676,8.1,12035,s4824,Movie,"Madeleine Parry, Jon Olb",Hannah Gadsby,Australia,"June 19, 2018",TV-MA,1,Stand-Up Comedy,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil.",1,Hannah Gadsby,3.0,310.0
Damnation,Seth Davenport be masquerade a small town Iowa preacher in hope of start full-blown insurrection against status quo unaware that industrialist tycoon have hire professional strikebreaker to stop uprising by mean necessary epic saga of secret history of 1930 's American heartland chronicle mythic conflict and bloody struggle between big money and downtrodden God and greed charlatan and prophet,2017,43,tt6106704,7.6,8111,s4411,TV Show,Unknown,"Logan Marshall-Green, Killian Scott, Sarah Jones, Chasten Harmon, Christopher Heyerdahl, Melinda Page Hamilton, Joe Adler",United States,"November 7, 2018",TV-MA,1,"Crime TV Shows, TV Dramas","During the Great Depression, a stranger with a violent past poses as a preacher and rallies farmers to mount a strike in a rural Iowa community.",2,Logan Marshall-Green,2.571428571428572,507.5
Creep 2,After find ad online for video work â€ Sara video artist whose primary focus be create intimacy with lonely men think she may have find subject of her dream She drive to remote house in forest and meet man claim to be serial killer Unable to resist chance to create truly shock piece of art she agree to spend day with him However a day go on she discover she may have dig herself into hole from she ca n't escape,2017,80,tt3654796,6.4,24468,s5111,Movie,Patrick Brice,"Mark Duplass, Desiree Akhavan, Karan Soni",United States,"December 23, 2017",TV-MA,1,"Horror Movies, Independent Movies, Thrillers","A video artist finds the perfect character for a sensational piece, but the subject of her dreams soon reveals his insidious side.",3,Mark Duplass,3.6666666666666665,543.0
Dumplin',To prove point about measure up and fitting in Texas teen Willowdean Dumplin ' â€ Dickson enter local pageant run by her ex-beauty queen mom,2018,110,tt4878482,6.5,33206,s4318,Movie,Anne Fletcher,"Danielle Macdonald, Jennifer Aniston, Odeya Rush, Maddie Baillio, Bex Taylor-Klaus, Luke Benward, Georgie Flores, Dove Cameron, Harold Perrineau, Kathy Najimy, Ginger Minj, Hilliary Begley",United States,"December 7, 2018",PG-13,1,"Comedies, Dramas, Independent Movies","To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom.",3,Danielle Macdonald,3.25,1542.0
The After Party,When aspire rapper go viral for wrong reason he think his career be sunk But wild party give him one more chance to make it right,2018,89,tt3960240,5.7,4348,s4689,Movie,Ian Edelman,"Kyle Harvey, Harrison Holzer, Teyana Taylor, Shelley Hennig, Wiz Khalifa, Blair Underwood, Jordan Rock, Amin Joseph, Andy Buckley, Jamie Choi",United States,"August 24, 2018",TV-MA,1,"Comedies, Music & Musicals",An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true.,2,Kyle Harvey,2.4,936.5
Mute,mute man with violent past be force to take on teem underworld of near-future Berlin a he search for his miss girlfriend,2018,126,tt1464763,5.4,34788,s5029,Movie,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux","United Kingdom, Germany","February 23, 2018",TV-MA,1,"Sci-Fi & Fantasy, Thrillers","When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words.",2,Alexander Skarsgård,6.666666666666667,394.0
Hell Fest,On Halloween night at horror theme park costumed killer begin slay innocent patron who believe that it 's part of festivity,2018,89,tt1999890,5.5,16610,s1368,Movie,Gregory Plotkin,"Amy Forsyth, Reign Edwards, Bex Taylor-Klaus, Tony Todd, Christian James, Matt Mercurio, Michael Tourek, Courtney Dietz, Stephen Conroy",United States,"January 31, 2021",R,1,Horror Movies,"A serial killer picks off a group of friends, one by one, as they make their way through a hell-themed amusement park.",1,Amy Forsyth,2.555555555555556,338.0
Adrift,true story of survival a young couple 's chance encounter lead them first to love and then on adventure of lifetime a they face one of most catastrophic hurricane in recorded history,2018,96,tt6306064,6.6,54750,s2060,Movie,Baltasar Kormákur,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne","Hong Kong, Iceland, United States","September 1, 2020",PG-13,1,"Action & Adventure, Dramas, Romantic Movies",A young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events.,3,Shailene Woodley,3.0,1234.6666666666667
Happy as Lazzaro,Purehearted teen Lazzaro be content living a sharecropper in rural Italy but unlikely friendship with marquise 's son will change his world,2018,125,tt6752992,7.5,17716,s4356,Movie,Alice Rohrwacher,"Adriano Tardiolo, Agnese Graziani, Alba Rohrwacher, Luca Chikovani, Tommaso Ragno, Sergi López, Natalino Balasso, Carlo Tarmati, Pasqualina Scuncia, Nicoletta Braschi","Italy, Switzerland, France, Germany","November 30, 2018",PG-13,1,"Dramas, Independent Movies, International Movies","Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world.",3,Adriano Tardiolo,1.5,1814.6666666666667
